File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF197PBN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF356LFX/, /files/ENCFF401ZQO/, /files/ENCFF526ZIN/	9776	ENCODE Processing Pipeline	5e7c1bea61cba47c04c5ea3ee46baf25		https://www.encodeproject.org/files/ENCFF197PBN/@@download/ENCFF197PBN.bed.gz				released	s3://encode-public/2021/02/12/c4209725-01ae-4736-a151-40d4678dc56c/ENCFF197PBN.bed.gz	ENCODE4 v1.7.0 GRCh38	released	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF329JNI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF286XYH/, /files/ENCFF526ZIN/	31227	ENCODE Processing Pipeline	8df90771e9e9dee0749301bf796b333a		https://www.encodeproject.org/files/ENCFF329JNI/@@download/ENCFF329JNI.bed.gz				released	s3://encode-public/2021/02/12/e68237be-565d-48d5-82fb-ce089d17c113/ENCFF329JNI.bed.gz	ENCODE4 v1.7.0 GRCh38	released	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF501VJW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF401ZQO/, /files/ENCFF526ZIN/, /files/ENCFF286XYH/	139574	ENCODE Processing Pipeline	7b499c615c48a9fcb7889ddc44a0cb1e		https://www.encodeproject.org/files/ENCFF501VJW/@@download/ENCFF501VJW.bed.gz				released	s3://encode-public/2021/02/12/2343bd92-ee2a-493b-a805-46d42dbb546c/ENCFF501VJW.bed.gz	ENCODE4 v1.7.0 GRCh38	released	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF615TIE	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF401ZQO/, /files/ENCFF526ZIN/, /files/ENCFF286XYH/	91251	ENCODE Processing Pipeline	4beea27291562525190ee404c8971ed9		https://www.encodeproject.org/files/ENCFF615TIE/@@download/ENCFF615TIE.bed.gz				released	s3://encode-public/2021/02/12/039bb9f4-bbe3-4099-8696-462509320636/ENCFF615TIE.bed.gz	ENCODE4 v1.7.0 GRCh38	released	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF001VGZ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000EBR	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document											596410	Michael Snyder, Stanford	67e482ea153c9f95f2c30910f9162676		https://www.encodeproject.org/files/ENCFF001VGZ/@@download/ENCFF001VGZ.bed.gz				archived	s3://encode-public/2012/07/01/01bbf4b1-7401-4c34-9e8f-afdb39ff2571/ENCFF001VGZ.narrowPeak.gz	Lab custom hg19	archived	low read length		
ENCFF002CRB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EBR	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document											166822	ENCODE Consortium Analysis Working Group	b2a1820961eed39be6c6a5d12e73b222		https://www.encodeproject.org/files/ENCFF002CRB/@@download/ENCFF002CRB.bed.gz				archived	s3://encode-public/2014/06/06/90d398e1-1982-4993-a43a-12117058bf9d/ENCFF002CRB.narrowPeak.gz	Lab custom hg19	archived	low read length		
ENCFF727RNJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF203UEY/, /files/ENCFF082XGF/	133509	ENCODE Processing Pipeline	4c073d6fcdff7e42a35ff630c517ca95		https://www.encodeproject.org/files/ENCFF727RNJ/@@download/ENCFF727RNJ.bed.gz				released	s3://encode-public/2021/01/02/2537c9c4-ee42-4ae6-a386-3cf89b82548e/ENCFF727RNJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF745SHL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF203UEY/	74901	ENCODE Processing Pipeline	61ae49d0896c913ab3c8e816763e01be		https://www.encodeproject.org/files/ENCFF745SHL/@@download/ENCFF745SHL.bed.gz				released	s3://encode-public/2021/01/02/d30f435b-68bf-41ee-adce-6e2e014cbe08/ENCFF745SHL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF120VXA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF082XGF/	101975	ENCODE Processing Pipeline	64f8bb562fbf749d279c7c5fdc7128c4		https://www.encodeproject.org/files/ENCFF120VXA/@@download/ENCFF120VXA.bed.gz				released	s3://encode-public/2021/01/02/899d87f4-5392-4c97-81f4-de2edd8850d9/ENCFF120VXA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF327BAM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF203UEY/, /files/ENCFF082XGF/	129026	ENCODE Processing Pipeline	ad77c9f626b04d7018c47b8c22a880cf		https://www.encodeproject.org/files/ENCFF327BAM/@@download/ENCFF327BAM.bed.gz				released	s3://encode-public/2021/01/02/928aa8bf-3ab5-40db-91ce-27577f869a41/ENCFF327BAM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF001VHF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000ECB	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document											664108	Michael Snyder, Stanford	ae16de8f1b08001670a91a13e9fe5bb1		https://www.encodeproject.org/files/ENCFF001VHF/@@download/ENCFF001VHF.bed.gz				archived	s3://encode-public/2012/07/01/bdc0feeb-b7fe-45ef-a78c-343240053738/ENCFF001VHF.narrowPeak.gz	Lab custom hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF002CRH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000ECB	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document											416950	ENCODE Consortium Analysis Working Group	332fae3b1be780d35e98ab5fa0783687		https://www.encodeproject.org/files/ENCFF002CRH/@@download/ENCFF002CRH.bed.gz				archived	s3://encode-public/2014/06/06/8d6b1203-12d0-4627-a835-ffb322b722e4/ENCFF002CRH.narrowPeak.gz	Lab custom hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF849UQH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF111DMT/, /files/ENCFF513EWK/	4918292	ENCODE Processing Pipeline	23a9f532f1513c465216266d3a749259		https://www.encodeproject.org/files/ENCFF849UQH/@@download/ENCFF849UQH.bed.gz				released	s3://encode-public/2016/12/16/09c13bf4-11b0-491a-930d-1f80d81772f5/ENCFF849UQH.bed.gz	ENCODE3 GRCh38	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF161TNS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF814NIM/, /files/ENCFF513EWK/	5312797	ENCODE Processing Pipeline	859e7c69c3c6e0cc5978288e6fa4bc32		https://www.encodeproject.org/files/ENCFF161TNS/@@download/ENCFF161TNS.bed.gz				released	s3://encode-public/2016/12/16/fb979b2f-3232-43f7-9956-00c68e615843/ENCFF161TNS.bed.gz	ENCODE3 GRCh38	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF369PMA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF111DMT/, /files/ENCFF814NIM/, /files/ENCFF513EWK/	5601296	ENCODE Processing Pipeline	20c37baa815ed0e40429d244e3e39fea		https://www.encodeproject.org/files/ENCFF369PMA/@@download/ENCFF369PMA.bed.gz				released	s3://encode-public/2016/12/16/d07c4185-0c57-421b-87eb-b5a7575b382b/ENCFF369PMA.bed.gz	ENCODE3 GRCh38	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF748YXF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF161TNS/, /files/ENCFF849UQH/, /files/ENCFF419RSJ/, /files/ENCFF369PMA/	400085	ENCODE Processing Pipeline	d91c6161ca0615e10045d7408ea25edb		https://www.encodeproject.org/files/ENCFF748YXF/@@download/ENCFF748YXF.bed.gz				released	s3://encode-public/2016/12/16/ddbb1329-0121-4130-8538-944980024b6d/ENCFF748YXF.bed.gz	ENCODE3 GRCh38	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF108YPE	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF161TNS/, /files/ENCFF849UQH/, /files/ENCFF419RSJ/, /files/ENCFF369PMA/	326718	ENCODE Processing Pipeline	4b01f6d786e7ed24db8a34b588129bd5		https://www.encodeproject.org/files/ENCFF108YPE/@@download/ENCFF108YPE.bed.gz				released	s3://encode-public/2016/12/16/e7249515-ed23-4f4f-a167-e49f9c650081/ENCFF108YPE.bed.gz	ENCODE3 GRCh38	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF686GYI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF937OBB/, /files/ENCFF599MVB/	5363076	ENCODE Processing Pipeline	61a0cea731b6e63dd21f5e200465a16f		https://www.encodeproject.org/files/ENCFF686GYI/@@download/ENCFF686GYI.bed.gz				released	s3://encode-public/2017/07/20/97ce3ad5-d812-428a-9acc-d073e332f06c/ENCFF686GYI.bed.gz	ENCODE3 hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF730GTB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF338MLT/, /files/ENCFF599MVB/	4919522	ENCODE Processing Pipeline	d96c7fbafbba39aed2bcba1c4d7bf41a		https://www.encodeproject.org/files/ENCFF730GTB/@@download/ENCFF730GTB.bed.gz				released	s3://encode-public/2017/07/20/aa529490-5c5e-43eb-b62b-bb8f74b66a43/ENCFF730GTB.bed.gz	ENCODE3 hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF208DFV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF338MLT/, /files/ENCFF937OBB/, /files/ENCFF599MVB/	5603869	ENCODE Processing Pipeline	1de460ac9627488cb18023e40526f757		https://www.encodeproject.org/files/ENCFF208DFV/@@download/ENCFF208DFV.bed.gz				released	s3://encode-public/2017/07/20/adebfab2-00e1-4171-b7e1-d0ddd4bbb967/ENCFF208DFV.bed.gz	ENCODE3 hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF629MBV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF730GTB/, /files/ENCFF208DFV/, /files/ENCFF686GYI/, /files/ENCFF001TDO/	395270	ENCODE Processing Pipeline	1461e05d9f74c404801d4b756e9f4c7e		https://www.encodeproject.org/files/ENCFF629MBV/@@download/ENCFF629MBV.bed.gz				released	s3://encode-public/2017/07/20/44d3feb3-729a-478a-9679-c24386e618fe/ENCFF629MBV.bed.gz	ENCODE3 hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF182QYQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF730GTB/, /files/ENCFF208DFV/, /files/ENCFF686GYI/, /files/ENCFF001TDO/	324397	ENCODE Processing Pipeline	cdf5771aa9124344849ed2dae6123c14		https://www.encodeproject.org/files/ENCFF182QYQ/@@download/ENCFF182QYQ.bed.gz				released	s3://encode-public/2017/07/20/c8c9543d-cd98-47a4-9d5f-1378b62ab79e/ENCFF182QYQ.bed.gz	ENCODE3 hg19	archived	low read depth, improper control_type of control experiment, low read length		
ENCFF114USK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	320045	ENCODE Processing Pipeline	fd0b41fc7b31b128207ae84c4c6d0ba4		https://www.encodeproject.org/files/ENCFF114USK/@@download/ENCFF114USK.bed.gz				released	s3://encode-public/2020/12/26/5106dda3-ae1a-4c28-b590-a0586fb9ab85/ENCFF114USK.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, improper control_type of control experiment, low read length		
ENCFF484BPF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF862IJP/, /files/ENCFF972YCC/, /files/ENCFF356LFX/	193220	ENCODE Processing Pipeline	c56d4a8e5d4d5d0a61ff04dbf93a3009		https://www.encodeproject.org/files/ENCFF484BPF/@@download/ENCFF484BPF.bed.gz				released	s3://encode-public/2020/12/26/44f24d86-748d-4331-9734-6791672d2ef3/ENCFF484BPF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, improper control_type of control experiment, low read length		
ENCFF817TGF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	391698	ENCODE Processing Pipeline	28cca779a487d94fa82022be5faf13e2		https://www.encodeproject.org/files/ENCFF817TGF/@@download/ENCFF817TGF.bed.gz				released	s3://encode-public/2020/12/26/02b2f47d-7eaa-4c59-9d81-747b3a05196d/ENCFF817TGF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, improper control_type of control experiment, low read length		
ENCFF748XCX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	357546	ENCODE Processing Pipeline	e242911b444197cef8e4af2eed517f14		https://www.encodeproject.org/files/ENCFF748XCX/@@download/ENCFF748XCX.bed.gz				released	s3://encode-public/2020/12/26/d2b774c3-677f-4799-af63-cd0e8c8bea1c/ENCFF748XCX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, improper control_type of control experiment, low read length		
ENCFF480FHG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AUQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF832OFG/, /files/ENCFF727XHW/	4055087	ENCODE Processing Pipeline	9b475cd500f3586135d391fc2a278313		https://www.encodeproject.org/files/ENCFF480FHG/@@download/ENCFF480FHG.bed.gz				released	s3://encode-public/2017/09/29/cdb717e8-e543-4ca1-b97c-c347bbc61487/ENCFF480FHG.bed.gz	ENCODE3 hg19	archived	low read length, low read depth, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF456JEW	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR000AUQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF480FHG/, /files/ENCFF001TDO/	23140	ENCODE Processing Pipeline	1b169571840f39a172b13a3fa8f3cf40		https://www.encodeproject.org/files/ENCFF456JEW/@@download/ENCFF456JEW.bed.gz				released	s3://encode-public/2017/09/29/ade469d1-4bbb-4044-8f2d-b575bc729d86/ENCFF456JEW.bed.gz	ENCODE3 hg19	archived	low read length, low read depth, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF633ELK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AUQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF064DDT/, /files/ENCFF686FEO/	4068290	ENCODE Processing Pipeline	12a4faf21a579a07882e2cc686cce37c		https://www.encodeproject.org/files/ENCFF633ELK/@@download/ENCFF633ELK.bed.gz				released	s3://encode-public/2017/09/29/9b3c4b72-4344-4671-bebc-b9609798c754/ENCFF633ELK.bed.gz	ENCODE3 GRCh38	archived	low read length, low read depth, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF483HNU	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR000AUQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF419RSJ/, /files/ENCFF633ELK/	23373	ENCODE Processing Pipeline	520d0a4ffb188f1a0c628b4162aac9b1		https://www.encodeproject.org/files/ENCFF483HNU/@@download/ENCFF483HNU.bed.gz				released	s3://encode-public/2017/09/29/dc4f263e-5438-4c48-98e8-71ff2e0fe197/ENCFF483HNU.bed.gz	ENCODE3 GRCh38	archived	low read length, low read depth, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF583FUX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AUQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF473SDY/, /files/ENCFF381IYY/, /files/ENCFF853FRF/	34676	ENCODE Processing Pipeline	287a510b1063ffe945e09b28398cb0b6		https://www.encodeproject.org/files/ENCFF583FUX/@@download/ENCFF583FUX.bed.gz				released	s3://encode-public/2021/02/11/e320743e-157f-4ce9-81f4-c803427c7e38/ENCFF583FUX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF002CDV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000AQC	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document											387565	ENCODE Consortium Analysis Working Group	762dfc6fd710b0203a5aa944ce4fffc6		https://www.encodeproject.org/files/ENCFF002CDV/@@download/ENCFF002CDV.bed.gz				archived	s3://encode-public/2014/06/06/fca5b7c0-6729-4215-a9a2-1f5b6bb75079/ENCFF002CDV.narrowPeak.gz	Lab custom hg19	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, borderline replicate concordance, mild to moderate bottlenecking		
